contig_name	size_bp	bin	qseqid	staxids	bitscore	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	coverage	priority
contig_7548	35929	SexualChromosomes_df	contig_7548	0	22572.0	JAOTOJ010000009.1	78.141	36146	7462	367	4	35927	4301361	4265433	0.0	0.9998330039800718	2
contig_15070	19935	SexualChromosomes_df	contig_15070	0	16124.0	JAOTOJ010000009.1	81.37	20043	3514	171	5	19933	4292715	4272779	0.0	0.999648858791071	2
contig_5233	7294	Mitochondrion_df	contig_5233	0	12927.0	NC_030760.1	98.656	7294	98	0	1	7294	12235	4942	0.0	0.9998629010145325	0
contig_15065	9905	SexualChromosomes_df	contig_15065	0	7701.0	CM077935.1	80.798	9947	1816	85	1	9904	4290926	4281031	0.0	0.9997980817768803	2
contig_2862	10184	SexualChromosomes_df	contig_2862	0	7361.0	CM077935.1	79.808	10217	1979	76	9	10181	4289520	4279344	0.0	0.9988216810683425	2
contig_10265	9381	SexualChromosomes_df	contig_10265	0	7319.0	JAOTOJ010000009.1	80.893	9473	1650	125	6	9381	4094999	4104408	0.0	0.9993604093380236	2
contig_6138	10834	SexualChromosomes_df	contig_6138	0	7258.0	JAOTOJ010000009.1	80.174	9881	1812	118	3	9802	4289163	4279349	0.0	0.904467417389699	2
contig_17796	10334	SexualChromosomes_df	contig_17796	0	7186.0	JAOTOJ010000009.1	79.393	10312	2034	81	7	10259	4064419	4074698	0.0	0.9920650280627056	2
contig_8767	4203	Mitochondrion_df	contig_8767	0	6890.0	NC_030760.1	98.468	3916	51	9	294	4203	6	3918	0.0	0.9300499643112062	0
contig_9481	16482	SexualChromosomes_df	contig_9481	0	6593.0	JAOTOJ010000009.1	74.855	16544	3172	782	1	16126	30466146	30482119	0.0	0.9783400072806698	2
contig_4169	3759	SexualChromosomes_df	contig_4169	0	5862.0	CM077935.1	96.142	3603	116	10	178	3758	14153296	14149695	0.0	0.9523809523809523	2
contig_8341	6521	SexualChromosomes_df	contig_8341	0	5790.0	JAOTOJ010000009.1	82.946	6538	999	90	14	6517	4280143	4286598	0.0	0.9972396871645454	2
contig_11680	4320	SexualChromosomes_df	contig_11680	0	5589.0	OX365972.1	92.19	4046	173	53	382	4320	20785575	20789584	0.0	0.9115740740740741	2
contig_11931	3347	SexualChromosomes_df	contig_11931	0	5430.0	CM077935.1	96.289	3341	67	14	1	3316	40902560	40905868	0.0	0.99043919928294	2
contig_12782	13714	SexualChromosomes_df	contig_12782	0	5217.0	CM077935.1	74.389	14209	2705	709	61	13710	30465146	30478979	0.0	0.9952603179232901	2
contig_9485	12553	SexualChromosomes_df	contig_9485	0	5212.0	JAOTOJ010000009.1	75.075	12670	2410	593	55	12476	30656467	30644298	0.0	0.9894845853580817	2
contig_8768	4259	Mitochondrion_df	contig_8768	0	5190.0	NC_039648.1	88.81	4236	467	4	1	4235	11990	16219	0.0	0.9941300774829772	0
contig_17945	8068	SexualChromosomes_df	contig_17945	0	4747.0	JAOTOJ010000009.1	77.498	8106	1696	103	2	8031	4334725	4342778	0.0	0.9951660882498761	2
contig_9477	10450	SexualChromosomes_df	contig_9477	0	4647.0	JAOTOJ010000009.1	76.147	9936	1750	464	727	10405	30623882	30614310	0.0	0.9261244019138756	2
contig_7252	5852	SexualChromosomes_df	contig_7252	0	4529.0	JAOTOJ010000009.1	80.698	5870	1095	31	1	5852	3989189	3983340	0.0	0.9998291182501708	2
contig_7431	7575	SexualChromosomes_df	contig_7431	0	4486.0	CM077935.1	77.542	7641	1589	108	1	7570	4334891	4342475	0.0	0.9992079207920792	2
contig_18531	9555	SexualChromosomes_df	contig_18531	0	4220.0	JAOTOJ010000009.1	75.43	9764	1835	417	33	9547	30452683	30443235	0.0	0.99570905285191	2
contig_8666	5163	SexualChromosomes_df	contig_8666	0	4211.0	CM077935.1	81.921	5321	652	209	1	5153	41889300	41894478	0.0	0.9978694557427852	2
contig_11122	6223	SexualChromosomes_df	contig_11122	0	3980.0	JAOTOJ010000009.1	79.075	6375	898	299	5	6190	42127854	42133981	0.0	0.993893620440302	2
contig_11733	8050	SexualChromosomes_df	contig_11733	0	3555.0	JAOTOJ010000009.1	75.442	8258	1530	396	1	7990	30615528	30623555	0.0	0.9924223602484472	2
contig_5248	4811	SexualChromosomes_df	contig_5248	0	3459.0	CM077935.1	79.776	4826	927	43	9	4811	4178254	4173455	0.0	0.9981292870505093	2
contig_13091	3014	SexualChromosomes_df	contig_13091	0	3448.0	JAOTOJ010000009.1	89.17	2770	295	5	1	2766	2867942	2865174	0.0	0.9173855341738554	2
contig_16715	12900	SexualChromosomes_df	contig_16715	0	3317.0	CM077935.1	72.324	13268	2761	625	33	12786	5162640	5175510	0.0	0.9886046511627907	2
